code,legacy,title,description,image_url,chef
1821,7,家常炒酱,家中常备下饭神器~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/d2EA6jnm6k.jpg,14
1822,7,蜜汁鸡腿,鲜嫩的鸡肉配上甜香开胃的肉汁，简直停不下来。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/2Ri6ck4wsY.jpg,23
1823,7,卤水花生,摆龙门阵怎么能少了这道小菜呢~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/HBP7NW5dWh.jpg,23
1824,7,花椒盐,花椒盐适合在热菜、冷菜、腌制食材时使用。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/EYFjMeTWFb.jpg,23
1825,7,花雕鸡,花雕的醇厚与鸡肉的鲜甜相结合，产生了奇妙的香味。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/GM4iaCC7ej.jpg,23
1826,7,珍珠丸子,洁白剔透，玲珑小巧，犹如粒粒珍珠落玉盘。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/QppNM7TePe.jpg,23
1828,7,京葱爆羊肉,羊肉滑嫩略带葱香味，鲜香不膻、汪油包汁、食后回味无穷。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/JthdEwPJBT.jpg,14
1831,7,煎香肠,火候正好BBQ的风味香肠。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/SHEt2yQtDE.jpg,10
1832,7,香肠意面,意式香肠，意大利番茄，意大利笔尖面，一份诚意满满的意大利美食。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/nTeeJWeRk6.jpg,10
1833,7,咖喱菌菇肉饼,浓郁黄咖喱酱汁浸泡的肉饼。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/NzkZbPDEb7.jpg,12
1834,7,桑巴酱炒四季豆,"桑巴酱是马来菜中经常使用的特色酱料,带有虾米或者海鲜的味道。",https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/zMCrxZjrir.jpg,12
1836,7,麻婆帝王鲑,口味独特，口感顺滑。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/WdNHJCeSzr.jpg,14
1838,7,锅烤青口贝配大蒜油,"青口贝清甜爽口的感觉,带来一丝丝大海的清凉。",https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Z48mpERxHQ.jpg,2114
1840,7,牛排盖饭,操作简单，美味可口。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/S5K4PN64nS.jpg,12
1841,7,奶油青口贝配油煎面包,奶油味十足的青口贝~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Bf3enWebZW.jpg,2176
1842,7,煎菲力牛排配黑椒奶油蘑菇汁(2cm厚),该食谱选用的为 2cm 厚的牛菲力，开始前请先确认厚度。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Rp3X4mCwBw.jpg,2176
1843,7,焦糖苹果配冰激淋,焦糖水果和冰激淋，甜度刚刚好~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/SC72dMRNe5.jpg,2176
1844,7,卤兰花豆腐干,色泽红亮，形似兰花，质地筋柔，五香味浓。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/3GXrnSkEac.jpg,23
1845,7,猪脚姜,冬冷春寒时进饮，补气活络、驱寒祛风、醒胃可口。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/mkfGdhfRxn.jpg,23
1847,7,烧麦,形如石榴，馅多皮薄，清香可口。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/PtBySRFQND.jpg,23
1849,7,豆芽炒油豆腐,最家常的家常菜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/wmmeCdwNzF.jpg,1358
1850,7,洋葱炒肉丝,甜香甜香的家常快手菜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/NfCjPDWdCz.jpg,2132
1854,7,木耳娃娃菜,娃娃菜清香鲜美，鲜云耳口才脆嫩。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/WP5QTr62ZR.jpg,1497
1860,7,芹菜香干,简单的素菜小炒 满足你味蕾。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/PinJC3pmBj.jpg,2088
1863,7,菠菜车打芝士土豆饼,把土豆泥和其他一些材料混合在一起，用平底锅快速煎一下，就可以吃午饭了！,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/h7mGFcW4rJ.jpg,2321
1865,7,快手泰式炒米粉 Quick and Easy Pad Thai Noodles,Here I am going to show you my quick and easy 15-minute vegan Pad Thai with oyster mushrooms.,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/2JzJZFKAp5.jpg,2321
1866,7,宫保虾仁 Kung Pao Shrimp,"This spin on the American-Chinese classic features delectable shrimp, bell pepper, and crunchy roasted peanuts covered in a savory and slightly (or very!) spicy sauce. So easy to prepare and ready in only 15 minutes!",https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/CDkXfJ6Gw2.jpg,2321
1867,7,蒜蓉炒菠菜,打过霜的菠菜特别甜哦。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/GwDH45ZAzR.jpg,2065
1870,7,白菜肉丝,糯糯的白菜加上鲜甜的肉丝。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/xdzejkTHJR.jpg,14
1876,7,马蹄蒸肉饼,味道鲜美、质脆爽口、冬夏皆宜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/hH53rkANr5.jpg,14
1880,7,节日如意,脆嫩爽口，味道鲜美。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/wA5fjidHxs.jpg,14
1883,7,快手塔壳汤 20-Minute Taco Soup,浓郁番茄味，加上墨西哥风味玉米饼，美味又方便。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Ktw6cajXYj.jpg,2321
1884,7,茄汁大虾,酸甜可口，一只一只吃不停！,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/iw8GQfJwcK.jpg,14
1888,7,地中海式炒彩椒 Mediterranean Style Bell Peppers,色彩丰富，口感极佳。,https://static.ak2.co/recipes/3wbhS3EjWz.jpg,2321
1889,7,红烧蹄髈,色泽迷人，入口即化。,https://static.ak2.co/recipes/Kf4fhGzDfT.jpg,14
1890,7,腰果鸡丁,鸡肉鲜嫩，腰果酥脆，是一道营养丰富口感不错的快手菜。,https://static.ak2.co/recipes/HCRkM5FQsK.jpg,2321
1893,7,虫草花干贝鲜鸡汤,汤品味道鲜美，营养价值丰富。,https://static.ak2.co/recipes/B6XHd7HpDF.jpg,14
1895,7,榨菜肉末豆腐,营养丰富，口感清脆，香气诱人，味道甜香。,https://static.ak2.co/recipes/354hzbZAwG.jpg,2321
1897,7,锅巴饭,脆香软糯兼具的地道柴火饭。,https://static.ak2.co/recipes/DBRZ77PfZf.jpg,10
1898,7,清蒸桂鱼,肉质细嫩，刺少而肉多，味道鲜美。,https://static.ak2.co/recipes/Ep8Zfi36j8.jpg,14
1901,7,腊汁肉,搭配白吉馍食谱，就是陕西名小吃肉夹馍啦。腊汁肉色红、晶莹光亮，食之肥而不腻，肉瘦无渣，食罢浓香经久不散。,https://static.ak2.co/recipes/AGQCDCkHkx.jpg,23
1903,7,香煎三文鱼粒配丘比培煎芝麻酱,简单方便又好吃。,https://static.ak2.co/recipes/b4ztccycBr.jpg,14
1905,7,八宝饭,香甜软糯，色美味更美，在过大年的家宴里呈上，添味更添喜庆色彩。,https://static.ak2.co/recipes/W6hbZH7wnB.jpg,14
1906,7,荠菜冬笋炒年糕,甜上加鲜，简单好吃的家常菜。,https://static.ak2.co/recipes/wBMjhHeGC7.jpg,14
1907,7,羊肉锅,羊肉土豆茨菇不一样的组合。,https://static.ak2.co/recipes/NXkJiBjQSi.jpg,10
1908,7,虾仁蛋炒饭,制作简单，营养美味。,https://static.ak2.co/recipes/KEwcaGfiia.jpg,2570
1909,7,辣子鸡,色泽棕红油亮，麻辣味浓，咸鲜醇香，略带回甜。,https://static.ak2.co/recipes/EpAyZbtJ4t.jpg,2570
1918,7,西班牙什锦烩饭,饭香四溢，味道鲜美,https://static.ak2.co/recipes/6rMtPDKZMx.jpg,2321
1921,7,日式奶香炖菜,土豆、胡萝卜和所有蔬菜都炖得烂烂的，一口咬下去还有浓浓的奶香味，这就是冬天热气腾腾的幸福啊,https://static.ak2.co/recipes/fh7hGjaQyC.jpg,2321
1935,7,什锦 Omelette 欧姆蛋,把打好的鸡蛋放到平底锅里煎出来的，根据个人喜好添加各种蔬菜和肉，一份快手早餐就做好啦！,https://static.ak2.co/recipes/hGP3DBCS85.jpg,10
1945,7,香煎牛排配蘑菇和风洋葱酱（厚1.5cm）,本食谱适用于厚度为 1.5cm 的牛排，烹饪前请务必先确认厚度！,https://static.ak2.co/recipes/7nkKtp5MAh.jpg,15
2035,7,肥肠面浇头,满口油香又不腻,https://static.ak2.co/recipes/hnsYRdDTQi.jpg,23
2044,7,快手葱烧鸡肉,日式风味，简单快手,https://static.ak2.co/recipes/iRaA47xP8B.jpg,2321
2048,7,泰式炒时蔬,五颜六色的泰式风情,https://static.ak2.co/recipes/2zwztYHxeA.jpg,12
2050,7,越式虾松,白糯柔软的越南春卷皮，包裹上鲜美的干虾松，是不容错过的越式美味,https://static.ak2.co/recipes/bjHhjD78As.jpg,12
2439,7,糖醋排骨,糖醋排骨是糖醋味型中具有代表性的一道大众喜爱的特色传统名菜，肉质鲜嫩，成菜色泽红亮油润。,https://static.ak2.co/recipes/5SCenGAp3X.jpg,14
2440,7,菌菇煨老豆腐,这道菜是由老豆腐、菌菇为主材制作而成的一道美味。它的菌菇鲜脆，豆腐松滑，勾芡清纯，十分可口。,https://static.ak2.co/recipes/MKhf2yteQ3.jpg,14
2449,7,酱鸭腿,酱鸭腿特别适合夏天，没什么食欲配上酱鸭腿又香又酥，很下饭的哦。,https://static.ak2.co/recipes/Ma3hcnysSM.jpg,14
2463,7,干锅花菜,一道很家常的下饭菜，整道菜从备料到盛盘，只需15分钟，快手又下饭。,https://static.ak2.co/recipes/R73cYBP4jk.jpg,14
2471,7,腐乳肉,成品色泽红亮，肥而不腻，是春夏的时令菜肴。,https://static.ak2.co/recipes/G3A74Af2TM.jpg,14
2479,7,红烧素鸡,以素仿荤，口感与味道与原肉难以分辨，风味独特，为中国中部、南方的家常素菜。,https://static.ak2.co/recipes/rQGQaBsPdt.jpg,14
2480,7,虎皮青椒,方便美味的下饭菜。,https://static.ak2.co/recipes/Bth2G7pYnw.jpg,14
2517,7,回锅肉,回锅肉色泽红亮，肥而不腻，入口浓香。,https://static.ak2.co/recipes/ZCRNdD6Sst.jpg,14
2519,7,糖醋里脊,"甜酸可口， 外焦里嫩,口齿留香，回味无穷。",https://static.ak2.co/recipes/yKiGdjRjmw.jpg,14
2521,7,酸辣土豆丝,酸辣土豆丝，一个不败的经典家常菜。,https://static.ak2.co/recipes/ZJZ4zxEzS7.jpg,14
2524,7,干煸四季豆,四季豆无论单独清炒，还是和肉类同炖，亦或是焯熟凉拌都很美味。,https://static.ak2.co/recipes/m8TdeyezsF.jpg,14
2550,7,酸辣汤,冬日里一道暖身暖心的汤。,https://static.ak2.co/recipes/rhwPDxYiNH.jpg,14
2551,7,菠萝炒饭,热带风情的菠萝炒饭，酸甜可口，回味无穷。,https://static.ak2.co/recipes/ZfGBX4ZXTj.jpg,14
2554,7,红烧狮子头,红烧狮子头，也叫四喜丸子，是一道淮扬名菜。将有肥有瘦的肉配上荸荠等材料，做成丸子，先炸后煮，出锅后扑鼻的香味，光闻起来就引动食欲，醇香味浓的肉块与汁液，超级美味。,https://static.ak2.co/recipes/h6TXd5Fj3a.jpg,14
2585,7,可乐鸡翅,可乐鸡翅味道鲜美、色泽艳丽、鸡翅嫩滑、咸甜适中的特点。,https://static.ak2.co/recipes/fShwZwGPT2.jpg,14
2683,7,咖喱牛肉粉丝汤,鲜香味足，自家做起来也很容易，冬天喝上一碗，暖身又暖胃。,https://static.ak2.co/recipes/kjef7KJN8x.jpg,14
2700,7,罗宋汤,独具海派特色的酸中带甜、甜中飘香、肥而不腻、鲜滑爽口的罗宋汤。,https://static.ak2.co/recipes/MWdX2Js4n7.jpg,12
2707,7,土豆炖鸡块,土豆炖鸡块一道大快朵颐的荤素搭配菜。,https://static.ak2.co/recipes/62NHyMtsPy.jpg,14
2778,7,土匪猪肝,湘西地区的一道特色菜品，口味香辣霸气，鲜嫩润口,https://static.ak2.co/recipes/cE5hJDHz6j.jpg,14
2779,7,泡椒鸡胗,开胃解馋的酸辣下饭菜,https://static.ak2.co/recipes/4ns47hcDGJ.jpg,14
2781,7,青菜钵,清淡健康农家菜,https://static.ak2.co/recipes/HAt3KdMbb2.jpg,14
2782,7,攸县豆干,湘菜系中的特色、攸县中的招牌、美食里的佳肴、餐桌上的美味,https://static.ak2.co/recipes/4bj4nSiS3G.jpg,14
2783,7,剁椒娃娃菜,微辣不油腻，适合配饭,https://static.ak2.co/recipes/aftxpbifKy.jpg,14
2784,7,青蒜胡萝卜炒肉片,简单的快手家常菜,https://static.ak2.co/recipes/P3RaPZ3y6i.jpg,14
2785,7,仔姜牛蛙,虽然辣得呼呼直吹气，但会完全停不下来,https://static.ak2.co/recipes/SBmnJDpf4f.jpg,14
2786,7,番茄炒西葫芦,最常见的家常菜，简单快手,https://static.ak2.co/recipes/ETmcYjkP6E.jpg,14
2788,7,腐竹炒五花肉,腐竹有着素肉之称，配上五花肉，成为最受欢迎的家常菜之一,https://static.ak2.co/recipes/aWAirNKSCw.jpg,14
2789,7,酱汁秋葵,做法简单，口感爽滑，咸香适口,https://static.ak2.co/recipes/sZ8saywBp6.jpg,14
2790,7,豆豉鲮鱼炒油麦菜,一道色香味俱全的粤菜,https://static.ak2.co/recipes/yBNAYQHxN3.jpg,14
2791,7,八宝年糕,上海很有名的特色菜，色深味浓，非常下饭,https://static.ak2.co/recipes/eQWDR58wAP.jpg,14
2925,7,康宁食谱 - 腌笃鲜,,https://static.ak2.co/recipes/iHXWHRyxtm.jpg,67826
2932,7,无水焖鸡,,https://static.ak2.co/recipes/GQa4mJXMjE.jpg,67826
2969,7,西葫芦塌子,,https://static.ak2.co/recipes/xpzZpsPhWd.jpg,502
2975,7,舒芙蕾 omelete,,https://static.ak2.co/recipes/a6B6hfWnXG.jpg,502
2976,7,香煎低温牛排（1.5CM）,,https://static.ak2.co/recipes/ZHcp27j37C.jpg,502
2977,7,和风汉堡肉饼,,https://static.ak2.co/recipes/CKYHtHMk38.jpg,502
2978,7,法式咸味薄饼,,https://static.ak2.co/recipes/CiYttwz2Df.jpg,502
2979,7,大阪烧,,https://static.ak2.co/recipes/ZYaRPkaApx.jpg,502
2980,7,慢煎三文鱼配千岛色拉酱,,https://static.ak2.co/recipes/82SjA5nSYe.jpg,502
2993,7,台式三杯鸡,台式三杯鸡是台湾名菜之一，其精髓在于烹饪时不用水，只需酱油、香油、米酒进行焖煮。色彩红润光亮，鸡肉软滑细嫩，酱汁醇厚香浓。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/November2017/cover10.jpg,502
2994,7,大盘鸡,辣子干红鲜绿，鸡肉油黄鲜嫩，色彩鲜艳，辣中有香。吃完后皮带面上场，用剩余的汤汁伴着吃，量大味足，特别饱腹。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/8C7cWP9xcVaQb2dZdGSp.jpg,502
2995,7,手撕椒麻鸡,椒麻香是这道菜主旋律，尤其最后的油泼，会激发藤椒清香而且麻的口感，使这道菜味觉层次更鲜明。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/XHC5MrwKRoJieLYgVdP4.jpg,502
2996,7,酱油水小海鲜,在厦门，靠海吃海，酱油水烧海鲜这个做法几乎家家都会，简单快捷。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/75Pt1GnR0d6kN4psmbTg.jpg,502
2997,7,萝卜牛腩煲,寒冬之际，大口吃肉，再搭配上新鲜上市的萝卜，配上一碗米饭，暖胃又暖心。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/0kvzjzfVIq1waYdyqoEM.jpg,502
2998,7,干烧虾,当你厌倦了清蒸虾或者煮虾之后，试试这道海派风味的干烧虾吧。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/QiE6yj948dMDFMdURJ0z.jpg,502
2999,7,意式肉酱,意大利面的最佳伴侣。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/zGPcEZwfEk.jpg,502
3000,7,盐煎肉,一道小煎小炒一锅出的老牌川菜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/kCn2ca82Dm3JRIXC1SEQ.jpg,502
3001,7,速冻水饺锅贴,本食谱适用于市售速冻水饺。用一份速冻水饺就能做出好吃的煎饺。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/hQPKZ3wYn3.jpg,502
3002,7,枝竹羊腩煲,枝竹羊腩煲滋阴温阳是适合冬季食用的滋补菜肴。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/6ZA3kzbUfnvCiLvzFWr2.jpg,502
3004,7,牛尾炖冬笋,牛尾既有牛肉补中益气之功，又有牛髓填精补髓之效。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/February2018/sco7GAMASorA4fbthOhy.jpg,502
3005,7,菌菇芦笋太阳蛋,每天都少不了的美味早餐。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/December2017/QQVFEexF107oWSvLslqc.jpg,502
3006,7,意大利奶油意面,意面裹满浓稠的酱汁，搭配满满的芝士和意大利咸肉 (Pancetta) ，使得菌菇、肉香和奶香交错四溢，形成了绝妙的食感。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/December2017/hOee5pRHLZ0JyfF4mNeY.jpg,502
3007,7,法式炖蔬菜,"在所有蔬菜加热完成后立刻吃这个炖菜是非常完美可口和新鲜的一餐. 蔬菜互相融合, 慢慢变稠, 完全变软而百里香与蒜头味渗入整锅。",https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/December2017/0EGZtBs9SvI61v2AlQcf.jpg,502
3008,7,红烧河鳗,味道鲜美，营养丰富。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/8eH6sdisxW.jpg,502
3012,7,迷迭香甜杏鸭胸,早在16世纪前，西欧就有了煎烤肉类配水果的组合，香脆的鸭皮，多汁的鸭肉，佐以酸甜的红酒甜杏汁，星级的佳肴烹饪起来一点都不难。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/AksN7nbTEt.jpg,502
3013,7,清炖蒜子牛腱,清炖牛腱肉口感清爽软嫩，一大锅炖煮更够味，不用担心炖好的牛肉一次吃不完，可以进行多种变化吃法。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/CdcsPhaaDr.jpg,502
3015,7,粉蒸排骨,粉蒸排骨肥而不腻，软烂入味，是一道经典的家常菜，主要材料有排骨、红薯等，辅料有蒸肉米粉等。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/RdahbkMeQx.jpg,502
3016,7,奶油青口贝配油煎面包,奶油味十足的青口贝~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Bf3enWebZW.jpg,502
3017,7,八宝年糕,上海很有名的特色菜，色深味浓，非常下饭,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/eQWDR58wAP.jpg,502
3018,7,焦糖苹果配冰激淋,焦糖水果和冰激淋，甜度刚刚好~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/SC72dMRNe5.jpg,502
3021,7,山楂米饭布丁,奶香软糯的米饭布丁加入酸甜可口的糖山楂，来一份消食开胃的小确幸吧。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Tm2jMzDxYH.jpg,502
3022,7,熏鱼,外焦里嫩，鲜甜可口。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/DNHBDdZyGT.jpg,502
3023,7,韩式泡菜豆腐,热气腾腾的泡菜锅来啦。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/December2017/PqP6pgtznF1r2kY9FA5w.jpg,502
3024,7,肉末粉丝煲,肉末粉丝煲是一道美食。是家常菜谱之一，做法简单。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/March2018/7qCHvLRNapDaJRlAwyr1.jpg,502
3025,7,奶油贝壳意面,,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/ajWd3Fk6Bc.jpg,502
3026,7,腊味焖饭,焖饭做法既简单又便捷，具有补脾、和胃的功效。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/December2017/cover10.jpg,502
3027,7,咕咾肉,咕咾肉又称咕噜肉，是广东的一道特色传统名菜，属于粤菜，以甜酸汁及猪肉煮成。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/March2018/7oGprp7JxFS0MDs45sSn.jpg,502
3028,7,锅烤青口贝配大蒜油,"青口贝清甜爽口的感觉,带来一丝丝大海的清凉。",https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Z48mpERxHQ.jpg,502
3029,7,排骨年糕,排骨年糕是上海地区一种经济实惠、独具风味的传统小吃，排骨色泽金黄，表面酥脆，肉质鲜嫩，年糕的软糯酥脆，十分可口。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/March2018/Pu8txPFpDbWcLHC5ApIS.jpg,502
3030,7,麻婆帝王鲑,口味独特，口感顺滑。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/WdNHJCeSzr.jpg,502
3031,7,梭子蟹粉丝煲,梭子蟹价是廉物美的海鲜，上市时节快尝尝鲜吧~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/AN5SnPbaNS.jpg,502
3032,7,炸酱面,从小吃到大的炸酱面，小时候妈妈每次炸酱，就满屋满院子的香味。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/nyXffaiazQ.jpg,502
3033,7,腐竹炒五花肉,腐竹有着素肉之称，配上五花肉，成为最受欢迎的家常菜之一,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/aWAirNKSCw.jpg,502
3034,7,红烧羊肉,寒冷的冬季，为家人做一道暖身滋补的食物吧。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/January2018/aTJ49zW7pwE8CzVdjEdZ.jpg,502
3035,7,家常炒酱,家中常备下饭神器~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/d2EA6jnm6k.jpg,502
3036,7,海鲜面疙瘩,味道鲜美，简单又方便。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/ycD3PnWaGN.jpg,502
3037,7,黄鱼面,"黄鱼入了汤,变成了一碗让人魂牵梦绕的黄鱼面。",https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/8jE3c288d6.jpg,502
3038,7,泰式甜辣凤爪,换换泰式口味的凤爪~~,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/8KTXwEJDZk.jpg,502
3046,7,西班牙海鲜饭,西班牙海鲜饭源于西班牙鱼米之都——瓦伦西亚。黄澄澄的饭粒出自名贵的香料藏红花，饭中点缀着多种海鲜，热气腾腾，令人垂涎。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/December2017/VqTOOGD400AiYxLVawVq.jpg,502
3047,7,鱼香茄子,川菜系中具有代表性的鱼香味型的名菜，味厚重悠长，余味缭绕，回味无穷，故称余香。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/February2018/5TqTuYYLLZHvzenZmZx8.jpg,502
3048,7,豉汁蒸排骨,广式茶楼点击率最高、最收欢迎的茶点之一,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/fehMdQH4Yn.jpg,502
3049,7,红烧狮子头,红烧狮子头，也叫四喜丸子，是一道淮扬名菜。将有肥有瘦的肉配上荸荠等材料，做成丸子，先炸后煮，出锅后扑鼻的香味，光闻起来就引动食欲，醇香味浓的肉块与汁液，超级美味。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/h6TXd5Fj3a.jpg,502
3050,7,煎菲力牛排配黑椒奶油蘑菇汁(2cm厚),该食谱选用的为 2cm 厚的牛菲力，开始前请先确认厚度。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/Rp3X4mCwBw.jpg,502
3149,7,干煸杏鲍菇,杏鲍菇软嫩入味，香气四溢，是一道很下饭的快手菜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/25bTRm5rDP.jpg,95
3150,7,番茄肥牛片,番茄独有的酸香味跟牛肉的鲜嫩完美结合，汤汁浓郁，很受欢迎的开胃菜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/JEhYmYsAzQ.jpg,14
3152,7,韩式炒杂菜,粉丝经煸炒后软糯香润，配搭各类蔬菜丝，咸鲜适度，口感极其丰富。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/4ybdjs4FSd.jpg,95
3153,7,板栗烧鸡,本帮家常菜，经焖煮后鸡肉香嫩、栗子甜糯，色泽十分诱人。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/KpB8XWNtes.jpg,139
3154,7,蚂蚁上树,又名肉末粉丝，因肉末贴在粉丝上，形似蚂蚁爬在树枝上而得名。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/3RTGjkBsD3.jpg,100
3155,7,金针菇烧豆皮,豆皮丝煸炒后软嫩入味，搭配金针菇，清新鲜香。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/ndP2R5a624.jpg,1514
3156,7,麻辣鸭血老豆腐,麻辣火锅的神仙伴侣，鸭血豆腐久煮不散，香辣入味，可随心添加任意蔬菜持续炖煮。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/rpepJCbhtW.jpg,1757
3157,7,黄金玉米烙,热门餐后甜品，玉米颗颗分明，入口脆嫩，甜而不腻。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/rpNfhMTWPF.jpg,1556
3158,7,豆角焖面,北方传统特色小吃，利用水蒸气将面焖熟，豆角脆嫩土豆酥软，咸香鲜辣。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/S6zKbrhPBs.jpg,1432
3159,7,香辣鸭掌,鸭掌软糯，香辣入味，色泽诱人，绝佳下酒菜。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/NSXZk5NRpy.jpg,1422
3161,7,蘑菇炒韭菜,蘑菇独有的鲜味结合韭菜的特殊香气，鲜香无比。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/pGy82xFpTh.jpg,14
3162,7,酸辣鸭胗,泡椒泡姜独有的辣味和鸭胗完美融合，入口弹嫩，酸辣开胃，下饭菜首选。,https://ak-artisan-production.oss-cn-hangzhou.aliyuncs.com/recipes/edmErxsrsR.jpg,1190
